# Average Runtimes (10000 Files)

File sizes = 1byte, 10000 files ---------------

test1

98872011 function calls (98869184 primitive calls) in 72.844 seconds

    Ordered by: cumulative time

       ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    692036    0.090    0.000    0.090    0.000 {method 'bit_length' of 'int' objects}
    9967    0.083    0.000    0.083    0.000 {method 'encrypt' of '_AES' objects}
    20355    0.049    0.000    0.063    0.000 ntpath.py:122(splitdrive)
    10177    0.052    0.000    0.052    0.000 {built-in method Crypto.Cipher._AES.new}
    10177    0.048    0.000    0.048    0.000 {built-in method nt.urandom}
    29901    0.034    0.000    0.034    0.000 {method 'write' of '_io.BufferedWriter' objects}

test2

98952115 function calls (98949288 primitive calls) in 94.717 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10178    1.359    0.000   53.789    0.005 crypy_py.py:30(find_files)
    2861144    3.131    0.000   52.285    0.000 fnmatch.py:19(fnmatch)
    2861144    3.336    0.000   37.187    0.000 fnmatch.py:64(fnmatchcase)
    10177    0.150    0.000   32.851    0.003 crypy_py.py:356(generate_file)
    2801123    2.922    0.000   31.789    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.635    0.000   24.120    0.000 fnmatch.py:74(translate)
    10177    3.391    0.000   23.144    0.002 crypy_py.py:335(encrypt_file)
    19935   17.967    0.001   17.967    0.001 {built-in method io.open}
    12565038    8.680    0.000   15.018    0.000 re.py:252(escape)
    5722288    7.307    0.000   11.966    0.000 ntpath.py:44(normcase)
    20355    8.344    0.000    8.344    0.000 {built-in method nt.stat}
    10177    0.028    0.000    8.077    0.001 crypy_py.py:17(delete_file)
    10177    8.048    0.001    8.048    0.001 {built-in method nt.remove}
    10177    0.021    0.000    7.411    0.001 crypy_py.py:327(make_directory)
    10178    0.019    0.000    7.381    0.001 genericpath.py:16(exists)
    23927735    4.462    0.000    4.462    0.000 {built-in method builtins.isinstance}
    2801123    1.311    0.000    4.293    0.000 re.py:232(compile)
    12565038    4.239    0.000    4.239    0.000 {method 'translate' of 'str' objects}
    2801123    2.074    0.000    2.982    0.000 re.py:271(_compile)
    2861144    2.062    0.000    2.062    0.000 {method 'match' of 're.Pattern' objects}
    692036    0.461    0.000    1.678    0.000 random.py:256(choice)
    5742643    1.421    0.000    1.421    0.000 {method 'replace' of 'str' objects}
    10177    0.197    0.000    1.217    0.000 crypy_py.py:358(<listcomp>)
    692036    0.595    0.000    1.119    0.000 random.py:224(_randbelow)
    5722288    1.085    0.000    1.085    0.000 {method 'lower' of 'str' objects}
    5752823    1.084    0.000    1.084    0.000 {built-in method nt.fspath}
    10177    0.016    0.000    0.998    0.000 genericpath.py:48(getsize)
    10177    0.026    0.000    0.922    0.000 crypy_py.py:353(text_generator)
    20354    0.088    0.000    0.903    0.000 {method 'join' of 'str' objects}
    376549    0.157    0.000    0.815    0.000 crypy_py.py:354(<genexpr>)
    3569790/3568942    0.584    0.000    0.585    0.000 {built-in method builtins.len}
    19934    0.400    0.000    0.400    0.000 {method 'read' of '_io.BufferedReader' objects}
    714569    0.351    0.000    0.351    0.000 {method 'getrandbits' of '_random.Random' objects}
    692036    0.172    0.000    0.172    0.000 {method 'bit_length' of 'int' objects}
    10177    0.023    0.000    0.163    0.000 AES.py:61(new)
    10177    0.035    0.000    0.140    0.000 AES.py:55(__init__)
    10177    0.048    0.000    0.111    0.000 ntpath.py:75(join)
    9967    0.026    0.000    0.105    0.000 blockalgo.py:187(encrypt)
    10177    0.045    0.000    0.105    0.000 blockalgo.py:136(__init__)
    283    0.001    0.000    0.082    0.000 sre_compile.py:759(compile)
    9967    0.079    0.000    0.079    0.000 {method 'encrypt' of '_AES' objects}
    20355    0.048    0.000    0.060    0.000 ntpath.py:122(splitdrive)
    283    0.000    0.000    0.047    0.000 sre_compile.py:598(_code)
    10177    0.042    0.000    0.042    0.000 {built-in method nt.urandom}
    283    0.001    0.000    0.039    0.000 sre_compile.py:536(_compile_info)
    10177    0.038    0.000    0.038    0.000 {built-in method Crypto.Cipher._AES.new}
    848/283    0.034    0.000    0.034    0.000 sre_parse.py:174(getwidth)
    2    0.010    0.005    0.034    0.017 os.py:278(walk)
    283    0.000    0.000    0.032    0.000 sre_parse.py:919(parse)
    566/283    0.001    0.000    0.029    0.000 sre_parse.py:417(_parse_sub)
    566/283    0.013    0.000    0.027    0.000 sre_parse.py:475(_parse)
    29901    0.027    0.000    0.027    0.000 {method 'write' of '_io.BufferedWriter' objects}

test3

98951752 function calls (98948925 primitive calls) in 94.571 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10178    1.328    0.000   56.015    0.006 crypy_py.py:30(find_files)
    2861144    3.365    0.000   54.537    0.000 fnmatch.py:19(fnmatch)
    2861144    3.155    0.000   38.393    0.000 fnmatch.py:64(fnmatchcase)
    2801123    3.439    0.000   33.246    0.000 fnmatch.py:38(_compile_pattern)
    10177    0.138    0.000   30.669    0.003 crypy_py.py:356(generate_file)
    2801123    9.800    0.000   24.458    0.000 fnmatch.py:74(translate)
    10177    2.464    0.000   21.118    0.002 crypy_py.py:335(encrypt_file)
    19935   16.961    0.001   16.961    0.001 {built-in method io.open}
    12565038    8.055    0.000   14.184    0.000 re.py:252(escape)
    5722288    7.762    0.000   12.779    0.000 ntpath.py:44(normcase)
    10177    0.030    0.000    7.886    0.001 crypy_py.py:17(delete_file)
    10177    7.856    0.001    7.856    0.001 {built-in method nt.remove}
    20355    7.799    0.000    7.799    0.000 {built-in method nt.stat}
    10177    0.021    0.000    6.998    0.001 crypy_py.py:327(make_directory)
    10178    0.019    0.000    6.971    0.001 genericpath.py:16(exists)
    23927735    4.816    0.000    4.816    0.000 {built-in method builtins.isinstance}
    2801123    1.224    0.000    4.423    0.000 re.py:232(compile)
    12565038    4.058    0.000    4.058    0.000 {method 'translate' of 'str' objects}
    2801123    2.388    0.000    3.200    0.000 re.py:271(_compile)
    2861144    1.992    0.000    1.992    0.000 {method 'match' of 're.Pattern' objects}
    692036    0.534    0.000    1.443    0.000 random.py:256(choice)
    5742643    1.433    0.000    1.433    0.000 {method 'replace' of 'str' objects}
    5722288    1.410    0.000    1.410    0.000 {method 'lower' of 'str' objects}
    10177    0.565    0.000    1.322    0.000 crypy_py.py:358(<listcomp>)
    5752823    1.113    0.000    1.113    0.000 {built-in method nt.fspath}
    10177    0.023    0.000    1.086    0.000 crypy_py.py:353(text_generator)
    20354    0.089    0.000    1.070    0.000 {method 'join' of 'str' objects}
    376549    0.296    0.000    0.981    0.000 crypy_py.py:354(<genexpr>)
    10177    0.032    0.000    0.878    0.000 genericpath.py:48(getsize)
    692036    0.554    0.000    0.806    0.000 random.py:224(_randbelow)
    3569790/3568942    0.602    0.000    0.603    0.000 {built-in method builtins.len}
    19934    0.405    0.000    0.405    0.000 {method 'read' of '_io.BufferedReader' objects}
    10177    0.020    0.000    0.157    0.000 AES.py:61(new)
    714206    0.148    0.000    0.148    0.000 {method 'getrandbits' of '_random.Random' objects}
    10177    0.024    0.000    0.137    0.000 AES.py:55(__init__)
    10177    0.048    0.000    0.123    0.000 ntpath.py:75(join)
    9967    0.029    0.000    0.118    0.000 blockalgo.py:187(encrypt)
    10177    0.045    0.000    0.112    0.000 blockalgo.py:136(__init__)
    692036    0.104    0.000    0.104    0.000 {method 'bit_length' of 'int' objects}
    9967    0.089    0.000    0.089    0.000 {method 'encrypt' of '_AES' objects}

test4

98951647 function calls (98948820 primitive calls) in 88.867 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10178    1.015    0.000   51.664    0.005 crypy_py.py:30(find_files)
    2861144    3.353    0.000   50.479    0.000 fnmatch.py:19(fnmatch)
    2861144    2.987    0.000   34.785    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.901    0.000   29.844    0.000 fnmatch.py:38(_compile_pattern)
    10177    0.148    0.000   29.416    0.003 crypy_py.py:356(generate_file)
    2801123    8.364    0.000   21.814    0.000 fnmatch.py:74(translate)
    10177    2.787    0.000   20.920    0.002 crypy_py.py:335(encrypt_file)
    19935   16.519    0.001   16.519    0.001 {built-in method io.open}
    12565038    7.416    0.000   12.972    0.000 re.py:252(escape)
    5722288    7.764    0.000   12.340    0.000 ntpath.py:44(normcase)
    10177    0.029    0.000    7.786    0.001 crypy_py.py:17(delete_file)
    10177    7.757    0.001    7.757    0.001 {built-in method nt.remove}
    20355    7.304    0.000    7.304    0.000 {built-in method nt.stat}
    10177    0.020    0.000    6.501    0.001 crypy_py.py:327(make_directory)
    10178    0.018    0.000    6.478    0.001 genericpath.py:16(exists)
    2801123    1.322    0.000    4.691    0.000 re.py:232(compile)
    23927735    4.267    0.000    4.267    0.000 {built-in method builtins.isinstance}
    12565038    3.703    0.000    3.703    0.000 {method 'translate' of 'str' objects}
    2801123    2.365    0.000    3.369    0.000 re.py:271(_compile)
    2861144    1.954    0.000    1.954    0.000 {method 'match' of 're.Pattern' objects}
    5742643    1.394    0.000    1.394    0.000 {method 'replace' of 'str' objects}
    692036    0.427    0.000    1.299    0.000 random.py:256(choice)
    5752823    1.109    0.000    1.109    0.000 {built-in method nt.fspath}
    5722288    1.066    0.000    1.066    0.000 {method 'lower' of 'str' objects}
    10177    0.030    0.000    1.039    0.000 crypy_py.py:353(text_generator)
    20354    0.099    0.000    1.017    0.000 {method 'join' of 'str' objects}
    376549    0.245    0.000    0.918    0.000 crypy_py.py:354(<genexpr>)
    10177    0.019    0.000    0.864    0.000 genericpath.py:48(getsize)
    10177    0.174    0.000    0.800    0.000 crypy_py.py:358(<listcomp>)
    692036    0.546    0.000    0.783    0.000 random.py:224(_randbelow)
    3569790/3568942    0.588    0.000    0.588    0.000 {built-in method builtins.len}
    19934    0.385    0.000    0.385    0.000 {method 'read' of '_io.BufferedReader' objects}
    10177    0.022    0.000    0.146    0.000 AES.py:61(new)
    714101    0.140    0.000    0.140    0.000 {method 'getrandbits' of '_random.Random' objects}
    10177    0.080    0.000    0.136    0.000 ntpath.py:75(join)
    10177    0.025    0.000    0.124    0.000 AES.py:55(__init__)
    9967    0.027    0.000    0.105    0.000 blockalgo.py:187(encrypt)
    10177    0.041    0.000    0.099    0.000 blockalgo.py:136(__init__)
    692036    0.097    0.000    0.097    0.000 {method 'bit_length' of 'int' objects}
    9967    0.078    0.000    0.078    0.000 {method 'encrypt' of '_AES' objects}
    20355    0.044    0.000    0.054    0.000 ntpath.py:122(splitdrive)
    283    0.001    0.000    0.048    0.000 sre_compile.py:759(compile)
    10177    0.039    0.000    0.039    0.000 {built-in method nt.urandom}
    10177    0.038    0.000    0.038    0.000 {built-in method Crypto.Cipher._AES.new}
    2    0.009    0.004    0.034    0.017 os.py:278(walk)
    29901    0.027    0.000    0.027    0.000 {method 'write' of '_io.BufferedWriter' objects}
    283    0.000    0.000    0.026    0.000 sre_parse.py:919(parse)
    566/283    0.001    0.000    0.025    0.000 sre_parse.py:417(_parse_sub)
    566/283    0.005    0.000    0.025    0.000 sre_parse.py:475(_parse)
    9967    0.023    0.000    0.023    0.000 {built-in method _struct.pack}
    10177    0.016    0.000    0.021    0.000 blockalgo.py:124(_getParameter)
    10005    0.020    0.000    0.020    0.000 {built-in method builtins.next}
    283    0.001    0.000    0.020    0.000 sre_compile.py:598(_code)
    9967    0.012    0.000    0.012    0.000 {method 'encode' of 'str' objects}
    848/283    0.007    0.000    0.012    0.000 sre_compile.py:71(_compile)
    283    0.001    0.000    0.008    0.000 sre_compile.py:536(_compile_info)
    5927    0.004    0.000    0.007    0.000 sre_parse.py:164(__getitem__)
    19196    0.005    0.000    0.005    0.000 {method 'append' of 'list' objects}
    848/283    0.003    0.000    0.004    0.000 sre_parse.py:174(getwidth)
    11321    0.004    0.000    0.004    0.000 {method 'get' of 'dict' objects}
    1    0.000    0.000    0.003    0.003 os.py:196(makedirs)
    1    0.003    0.003    0.003    0.003 {built-in method nt.mkdir}
    572    0.002    0.000    0.003    0.000 sre_parse.py:343(_escape)
    2118    0.002    0.000    0.002    0.000 sre_parse.py:172(append)
    2966    0.001    0.000    0.002    0.000 sre_parse.py:254(get)
    3815    0.002    0.000    0.002    0.000 sre_parse.py:233(__next)
    1412    0.001    0.000    0.002    0.000 sre_parse.py:160(__len__)
    1414    0.001    0.000    0.002    0.000 sre_parse.py:249(match)
    10004    0.002    0.000    0.002    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
    282    0.000    0.000    0.001    0.000 sre_compile.py:423(_simple)
    566/283    0.000    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
    848    0.001    0.000    0.001    0.000 sre_parse.py:111(__init__)
    566    0.001    0.000    0.001    0.000 sre_compile.py:595(isstring)
    1979    0.001    0.000    0.001    0.000 {built-in method builtins.min}
    283    0.000    0.000    0.001    0.000 sre_parse.py:843(_parse_flags)
    283    0.000    0.000    0.001    0.000 enum.py:836(__and__)
    282    0.001    0.000    0.001    0.000 sre_compile.py:492(_get_charset_prefix)
    1131    0.001    0.000    0.001    0.000 sre_parse.py:286(tell)
    848    0.001    0.000    0.001    0.000 sre_compile.py:65(_combine_flags)
    566    0.001    0.000    0.001    0.000 sre_parse.py:81(groups)
    1270    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
    1    0.000    0.000    0.000    0.000 crypy_py.py:23(write_instruction)
    566    0.000    0.000    0.000    0.000 enum.py:284(__call__)
    283    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    566    0.000    0.000    0.000    0.000 enum.py:526(__new__)
    283    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
    283    0.000    0.000    0.000    0.000 sre_parse.py:903(fix_flags)
    848    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
    283    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
    1    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
    282    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
    283    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
    1    0.000    0.000    0.000    0.000 ntpath.py:287(expanduser)
    285    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
    2    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
    1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}

test5

98951841 function calls (98949014 primitive calls) in 88.295 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10178    1.091    0.000   47.712    0.005 crypy_py.py:30(find_files)
    2861144    2.871    0.000   46.482    0.000 fnmatch.py:19(fnmatch)
    2861144    3.786    0.000   33.895    0.000 fnmatch.py:64(fnmatchcase)
    10177    0.408    0.000   31.168    0.003 crypy_py.py:356(generate_file)
    2801123    2.793    0.000   28.254    0.000 fnmatch.py:38(_compile_pattern)
    10177    2.699    0.000   22.976    0.002 crypy_py.py:335(encrypt_file)
    2801123    8.454    0.000   20.906    0.000 fnmatch.py:74(translate)
    19935   18.185    0.001   18.185    0.001 {built-in method io.open}
    12565038    6.793    0.000   12.106    0.000 re.py:252(escape)
    5722288    5.778    0.000    9.716    0.000 ntpath.py:44(normcase)
    10177    0.027    0.000    9.415    0.001 crypy_py.py:17(delete_file)
    10177    9.388    0.001    9.388    0.001 {built-in method nt.remove}
    20355    7.368    0.000    7.368    0.000 {built-in method nt.stat}
    10177    0.020    0.000    6.225    0.001 crypy_py.py:327(make_directory)
    10178    0.015    0.000    6.205    0.001 genericpath.py:16(exists)
    2801123    1.038    0.000    4.196    0.000 re.py:232(compile)
    23927735    3.717    0.000    3.717    0.000 {built-in method builtins.isinstance}
    12565038    3.713    0.000    3.713    0.000 {method 'translate' of 'str' objects}
    2801123    2.146    0.000    3.158    0.000 re.py:271(_compile)
    2861144    1.855    0.000    1.855    0.000 {method 'match' of 're.Pattern' objects}
    10177    0.018    0.000    1.196    0.000 genericpath.py:48(getsize)
    692036    0.472    0.000    1.166    0.000 random.py:256(choice)
    5742643    1.155    0.000    1.155    0.000 {method 'replace' of 'str' objects}
    5752823    1.141    0.000    1.141    0.000 {built-in method nt.fspath}
    5722288    0.879    0.000    0.879    0.000 {method 'lower' of 'str' objects}
    10177    0.023    0.000    0.812    0.000 crypy_py.py:353(text_generator)
    20354    0.077    0.000    0.798    0.000 {method 'join' of 'str' objects}
    10177    0.173    0.000    0.738    0.000 crypy_py.py:358(<listcomp>)
    376549    0.121    0.000    0.721    0.000 crypy_py.py:354(<genexpr>)
    692036    0.430    0.000    0.623    0.000 random.py:224(_randbelow)
    19934    0.522    0.000    0.522    0.000 {method 'read' of '_io.BufferedReader' objects}
    3569790/3568942    0.429    0.000    0.429    0.000 {built-in method builtins.len}
    10177    0.022    0.000    0.149    0.000 AES.py:61(new)
    10177    0.031    0.000    0.126    0.000 AES.py:55(__init__)
    714295    0.118    0.000    0.118    0.000 {method 'getrandbits' of '_random.Random' objects}
    9967    0.026    0.000    0.106    0.000 blockalgo.py:187(encrypt)
    10177    0.047    0.000    0.102    0.000 ntpath.py:75(join)
    10177    0.040    0.000    0.095    0.000 blockalgo.py:136(__init__)
    9967    0.080    0.000    0.080    0.000 {method 'encrypt' of '_AES' objects}
    692036    0.075    0.000    0.075    0.000 {method 'bit_length' of 'int' objects}
    20355    0.043    0.000    0.053    0.000 ntpath.py:122(splitdrive)
    10177    0.039    0.000    0.039    0.000 {built-in method Crypto.Cipher._AES.new}
    10177    0.038    0.000    0.038    0.000 {built-in method nt.urandom}
    2    0.009    0.004    0.036    0.018 os.py:278(walk)
    9967    0.030    0.000    0.030    0.000 {built-in method _struct.pack}
    283    0.001    0.000    0.026    0.000 sre_compile.py:759(compile)
    10005    0.023    0.000    0.023    0.000 {built-in method builtins.next}
    29901    0.023    0.000    0.023    0.000 {method 'write' of '_io.BufferedWriter' objects}


File sizes = 10000bytes, 10000 files ---------------

test1

98952007 function calls (98949180 primitive calls) in 189.829 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.184    0.000  133.060    0.013 crypy_py.py:355(generate_file)
    10177    1.677    0.000  125.810    0.012 crypy_py.py:334(encrypt_file)
    19935  115.345    0.006  115.345    0.006 {built-in method io.open}
    10178    1.198    0.000   49.306    0.005 crypy_py.py:29(find_files)
    2861144    3.462    0.000   47.951    0.000 fnmatch.py:19(fnmatch)
    2861144    3.248    0.000   34.168    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.808    0.000   28.865    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.464    0.000   21.544    0.000 fnmatch.py:74(translate)
    12565038    7.069    0.000   12.666    0.000 re.py:252(escape)
    5722288    6.255    0.000   10.321    0.000 ntpath.py:44(normcase)
    10177    0.036    0.000    7.462    0.001 crypy_py.py:16(delete_file)
    10177    7.426    0.001    7.426    0.001 {built-in method nt.remove}
    20355    6.216    0.000    6.216    0.000 {built-in method nt.stat}
    29901    5.805    0.000    5.805    0.000 {method 'write' of '_io.BufferedWriter' objects}
    10177    0.024    0.000    5.172    0.001 crypy_py.py:326(make_directory)
    10178    0.019    0.000    5.144    0.001 genericpath.py:16(exists)
    2801123    1.364    0.000    4.085    0.000 re.py:232(compile)
    23927735    3.833    0.000    3.833    0.000 {built-in method builtins.isinstance}
    12565038    3.825    0.000    3.825    0.000 {method 'translate' of 'str' objects}
    2801123    1.938    0.000    2.722    0.000 re.py:271(_compile)
    2861144    2.054    0.000    2.054    0.000 {method 'match' of 're.Pattern' objects}
    692036    0.479    0.000    1.292    0.000 random.py:256(choice)
    5742643    1.188    0.000    1.188    0.000 {method 'replace' of 'str' objects}
    10177    0.021    0.000    1.111    0.000 genericpath.py:48(getsize)
    5722288    0.996    0.000    0.996    0.000 {method 'lower' of 'str' objects}
    5752823    0.994    0.000    0.994    0.000 {built-in method nt.fspath}
    10177    0.310    0.000    0.955    0.000 crypy_py.py:357(<listcomp>)
    10177    0.035    0.000    0.929    0.000 crypy_py.py:352(text_generator)
    20354    0.104    0.000    0.904    0.000 {method 'join' of 'str' objects}
    9967    0.045    0.000    0.804    0.000 blockalgo.py:187(encrypt)
    376549    0.153    0.000    0.799    0.000 crypy_py.py:353(<genexpr>)
    9967    0.759    0.000    0.759    0.000 {method 'encrypt' of '_AES' objects}
    19934    0.747    0.000    0.747    0.000 {method 'read' of '_io.BufferedReader' objects}

test2

98951821 function calls (98948994 primitive calls) in 179.512 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.169    0.000  120.752    0.012 crypy_py.py:357(generate_file)
    10177    1.533    0.000  112.923    0.011 crypy_py.py:336(encrypt_file)
    19935  100.599    0.005  100.599    0.005 {built-in method io.open}
    10178    1.010    0.000   46.607    0.005 crypy_py.py:31(find_files)
    2861144    3.390    0.000   45.423    0.000 fnmatch.py:19(fnmatch)
    2861144    2.792    0.000   32.105    0.000 fnmatch.py:64(fnmatchcase)
    2801123    3.018    0.000   27.533    0.000 fnmatch.py:38(_compile_pattern)
    2801123    8.739    0.000   20.447    0.000 fnmatch.py:74(translate)
    10177    0.034    0.000   12.153    0.001 crypy_py.py:18(delete_file)
    10177   12.118    0.001   12.118    0.001 {built-in method nt.remove}
    12565038    6.078    0.000   11.374    0.000 re.py:252(escape)
    5722288    5.757    0.000    9.928    0.000 ntpath.py:44(normcase)
    29901    8.200    0.000    8.200    0.000 {method 'write' of '_io.BufferedWriter' objects}
    20355    6.881    0.000    6.881    0.000 {built-in method nt.stat}
    10177    0.021    0.000    6.037    0.001 crypy_py.py:328(make_directory)
    10178    0.025    0.000    6.013    0.001 genericpath.py:16(exists)
    23927735    3.801    0.000    3.801    0.000 {built-in method builtins.isinstance}
    2801123    1.054    0.000    3.701    0.000 re.py:232(compile)
    12565038    3.672    0.000    3.672    0.000 {method 'translate' of 'str' objects}
    2801123    1.816    0.000    2.648    0.000 re.py:271(_compile)
    2861144    1.780    0.000    1.780    0.000 {method 'match' of 're.Pattern' objects}
    5722288    1.073    0.000    1.073    0.000 {method 'lower' of 'str' objects}
    5742643    1.065    0.000    1.065    0.000 {method 'replace' of 'str' objects}
    692036    0.373    0.000    1.030    0.000 random.py:256(choice)
    5752823    1.029    0.000    1.029    0.000 {built-in method nt.fspath}
    10177    0.019    0.000    0.912    0.000 genericpath.py:48(getsize)
    10177    0.027    0.000    0.908    0.000 crypy_py.py:354(text_generator)
    20354    0.224    0.000    0.894    0.000 {method 'join' of 'str' objects}
    10177    0.178    0.000    0.702    0.000 crypy_py.py:359(<listcomp>)
    376549    0.164    0.000    0.670    0.000 crypy_py.py:355(<genexpr>)
    9967    0.043    0.000    0.636    0.000 blockalgo.py:187(encrypt)
    9967    0.593    0.000    0.593    0.000 {method 'encrypt' of '_AES' objects}
    692036    0.402    0.000    0.585    0.000 random.py:224(_randbelow)
    19934    0.554    0.000    0.554    0.000 {method 'read' of '_io.BufferedReader' objects}
    3569790/3568942    0.430    0.000    0.431    0.000 {built-in method builtins.len}
    9967    0.218    0.000    0.218    0.000 {method 'encode' of 'str' objects}
    10177    0.031    0.000    0.169    0.000 AES.py:61(new)
    10177    0.051    0.000    0.148    0.000 ntpath.py:75(join)
    10177    0.024    0.000    0.138    0.000 AES.py:55(__init__)
    10177    0.044    0.000    0.114    0.000 blockalgo.py:136(__init__)
    714274    0.109    0.000    0.109    0.000 {method 'getrandbits' of '_random.Random' objects}
    20355    0.083    0.000    0.094    0.000 ntpath.py:122(splitdrive)
    692036    0.074    0.000    0.074    0.000 {method 'bit_length' of 'int' objects}
    10177    0.047    0.000    0.047    0.000 {built-in method nt.urandom}
    10177    0.045    0.000    0.045    0.000 {built-in method Crypto.Cipher._AES.new}

test3

98951806 function calls (98948979 primitive calls) in 169.417 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.154    0.000  106.979    0.011 crypy_py.py:355(generate_file)
    10177    1.331    0.000  100.115    0.010 crypy_py.py:334(encrypt_file)
    19935   89.999    0.005   89.999    0.005 {built-in method io.open}
    10178    1.142    0.000   54.410    0.005 crypy_py.py:29(find_files)
    2861144    3.650    0.000   53.093    0.000 fnmatch.py:19(fnmatch)
    2861144    3.359    0.000   37.589    0.000 fnmatch.py:64(fnmatchcase)
    2801123    3.424    0.000   32.251    0.000 fnmatch.py:38(_compile_pattern)
    2801123    9.056    0.000   23.610    0.000 fnmatch.py:74(translate)
    12565038    7.557    0.000   14.087    0.000 re.py:252(escape)
    5722288    6.929    0.000   11.854    0.000 ntpath.py:44(normcase)
    10177    0.036    0.000    8.027    0.001 crypy_py.py:16(delete_file)
    10177    7.991    0.001    7.991    0.001 {built-in method nt.remove}
    29901    5.946    0.000    5.946    0.000 {method 'write' of '_io.BufferedWriter' objects}
    20355    5.417    0.000    5.417    0.000 {built-in method nt.stat}
    23927735    5.204    0.000    5.204    0.000 {built-in method builtins.isinstance}
    2801123    1.287    0.000    4.686    0.000 re.py:232(compile)
    10177    0.024    0.000    4.460    0.000 crypy_py.py:326(make_directory)
    10178    0.018    0.000    4.381    0.000 genericpath.py:16(exists)
    12565038    4.187    0.000    4.187    0.000 {method 'translate' of 'str' objects}
    2801123    2.272    0.000    3.400    0.000 re.py:271(_compile)
    2861144    1.979    0.000    1.979    0.000 {method 'match' of 're.Pattern' objects}
    692036    0.688    0.000    1.804    0.000 random.py:256(choice)
    5742643    1.343    0.000    1.343    0.000 {method 'replace' of 'str' objects}
    5752823    1.226    0.000    1.226    0.000 {built-in method nt.fspath}
    10177    0.024    0.000    1.199    0.000 crypy_py.py:352(text_generator)
    20354    0.095    0.000    1.183    0.000 {method 'join' of 'str' objects}
    5722288    1.101    0.000    1.101    0.000 {method 'lower' of 'str' objects}
    376549    0.151    0.000    1.088    0.000 crypy_py.py:353(<genexpr>)
    10177    0.027    0.000    1.081    0.000 genericpath.py:48(getsize)
    10177    0.177    0.000    1.044    0.000 crypy_py.py:357(<listcomp>)
    9967    0.044    0.000    0.929    0.000 blockalgo.py:187(encrypt)
    9967    0.884    0.000    0.884    0.000 {method 'encrypt' of '_AES' objects}
    692036    0.541    0.000    0.858    0.000 random.py:224(_randbelow)
    3569790/3568942    0.757    0.000    0.757    0.000 {built-in method builtins.len}
    19934    0.532    0.000    0.532    0.000 {method 'read' of '_io.BufferedReader' objects}

test4

98951848 function calls (98949021 primitive calls) in 191.908 seconds

    Ordered by: cumulative time

    ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    10177    0.174    0.000  139.952    0.014 crypy_py.py:355(generate_file)
    10177    1.455    0.000  133.476    0.013 crypy_py.py:334(encrypt_file)
    19935  122.804    0.006  122.805    0.006 {built-in method io.open}
    10178    1.073    0.000   45.200    0.004 crypy_py.py:29(find_files)
    2861144    2.871    0.000   43.939    0.000 fnmatch.py:19(fnmatch)
    2861144    2.928    0.000   31.177    0.000 fnmatch.py:64(fnmatchcase)
    2801123    2.627    0.000   26.354    0.000 fnmatch.py:38(_compile_pattern)
    2801123    7.746    0.000   19.556    0.000 fnmatch.py:74(translate)
    12565038    6.164    0.000   11.425    0.000 re.py:252(escape)
    5722288    5.922    0.000    9.890    0.000 ntpath.py:44(normcase)
    10177    0.033    0.000    6.756    0.001 crypy_py.py:16(delete_file)
    10177    6.723    0.001    6.723    0.001 {built-in method nt.remove}
    29901    6.206    0.000    6.206    0.000 {method 'write' of '_io.BufferedWriter' objects}
    20355    5.529    0.000    5.529    0.000 {built-in method nt.stat}
    10177    0.024    0.000    4.563    0.000 crypy_py.py:326(make_directory)
    10178    0.019    0.000    4.526    0.000 genericpath.py:16(exists)
    2801123    1.214    0.000    3.771    0.000 re.py:232(compile)
